Plot,Year,Type,F_est,Mother,Father,Shading,X_axis,Y_axis,Border,DTA,DTS,PlantHt,LeafLen,LeafWd,TillNum,EarsPerSideBran,LatBranNodeNum,LatBranLen,LBIL,EarLen,SeedsPerRow,FC_Width_mm,SeedsPerEar,EarInternodeLen,PredSeedPerPlant,PredTotalSeedWeight,SeedWeight,CulmDiam,BranNum,MalePerc,Clustering,ASI,FruitcaseWt,ProporYoked,ProporNonShatter,ProporPairedSpikelets,Perc_Germ,FC_Length_mm,FC_LWR,FC_Triangularity,com,dr,TypeYear
B3248,2013,Outcross,-0.0290318,PC_K02_ID1,PC_I06_ID1,1175.95,5,107,B,83,80,170,76,7.5,2,10,3,530,176.67,63,5.5,3.978485,11,5.73,4130,125,0.0302,1.8,10,100,0.0189,3,0.0604,0,0,0,90,6.590122,1.660543,1.414942993,PC_I06_ID1xPC_K02_ID1,-1,Outcross2013
B3250,2013,Self,0.5484918,PC_N14_ID2,PC_N14_ID2,746.5,5,109,B,61,64,89,42,4.5,8,8,2,370,185,33.5,3.25,3.892774,6.5,5.15,2616,70,0.0268,1.1,8,100,0.0216,-3,0.0537,0,0,0,50,6.428581,1.657459,1.38278242,PC_N14_ID2xPC_N14_ID2,1,Self2013
B3251,2013,Outcross,-0.01932,PC_L48_ID2,PC_N07_ID2,1632.3,6,109,B,77,74,NA,87,6,9,NA,NA,NA,NA,40,4.5,3.77649,9,4.44,NA,NA,0.0207,1.8,8,0,NA,3,0.0415,0,0.009,0,75,5.303913,1.409932,1.421096862,PC_L48_ID2xPC_N07_ID2,1,Outcross2013
B3252,2013,Outcross,0.0081905,PC_J51_ID1,PC_J04_ID1,2434.95,6,108,B,85,79,46,46,2,0,1,1,70,70,31,3,NA,6,5.17,420,9,0.0215,0.4,4,0,0.0143,6,0.043,0,0,0,NA,NA,NA,NA,PC_J04_ID1xPC_J51_ID1,-1,Outcross2013
B3253,2013,Outcross,-0.00534534,PC_N58_ID2,PC_I11_ID2,1562.75,6,107,B,65,65,134,56,6,17,11,3,580,193.33,38,3.75,3.369345,7.5,5.07,4485,87,0.0194,1.3,9,100,0.019,0,0.0389,0,0,0,60,5.730815,1.703899,1.427849469,PC_I11_ID2xPC_N58_ID2,-1,Outcross2013
B3254,2013,Self,0.5282035,PC_I50_ID2,PC_I50_ID2,2260.07,6,106,B,74,71,158,73,5.5,6,13,3,370,123.33,37.5,4.5,3.495474,9,4.17,4577,84,0.0183,1.2,9,100,0.0351,3,0.0366,0,0,0,70,5.792803,1.659472,1.426367602,PC_I50_ID2xPC_I50_ID2,1,Self2013
B3257,2013,Outcross,-0.0087454,PC_L06_ID2,PC_I55_ID2,2540.7,7,106,B,72,72,149,73,6,5,13,4,740,185,52.5,6,4.060337,12,4.38,4732,100,0.0211,1.3,8,100,0.0176,0,0.0422,0,0,0,65,5.461886,1.350317,1.376405617,PC_I55_ID2xPC_L06_ID2,-1,Outcross2013
B3258,2013,Outcross,0.0010076,PC_J07_ID2,PC_N58_ID2,2074.17,7,107,B,69,68,165,60,6.5,9,14,4,650,162.5,41.5,4.75,3.750744,9.5,4.37,4981,122,0.0244,1.8,9,100,0.0215,1,0.0488,0,0,0,65,5.15725,1.386354,1.445393367,PC_J07_ID2xPC_N58_ID2,1,Outcross2013
B3260,2013,Outcross,-0.0340693,PC_N14_ID2,PC_I58_ID2,1821.84,7,109,B,91,84,95,50,3,0,2,1,80,80,42.5,4,3.428025,8,5.31,939,20,0.0212,0.8,5,0,0.025,7,0.0424,0,0,0,85,5.799538,1.694677,1.42943702,PC_I58_ID2xPC_N14_ID2,-1,Outcross2013
B3261,2013,Outcross,-0.0066561,PC_M15_ID1,PC_I06_ID1,1904.21,8,109,B,70,69,184,69,6,8,18,1,80,80,44.5,4.25,3.788865,8.5,5.24,6467,165,0.0255,1.5,11,100,0.225,1,0.0511,0,0,0,60,6.187338,1.636905,1.395666519,PC_I06_ID1xPC_M15_ID1,-1,Outcross2013
B3262,2013,Outcross,-0.0121633,PC_L06_ID2,PC_I55_ID2,3272.29,8,108,B,75,71,131,64,3.5,0,5,1,90,90,42,4.75,4.006651,9.5,4.42,1985,45,0.0227,0.8,6,0,0.0556,4,0.0455,0,0,0,55,5.60819,1.410121,1.344590976,PC_I55_ID2xPC_L06_ID2,-1,Outcross2013
B3263,2013,Outcross,-0.01973414,PC_I52_ID1,PC_I06_ID1,2759,8,107,B,66,65,161,71,5.5,6,16,3,580,193.33,43.5,3.75,3.827802,7.5,5.8,4008,108,0.0269,1.6,9,100,0.0276,1,0.0537,0,0,0,55,6.477703,1.700715,1.360025984,PC_I06_ID1xPC_I52_ID1,-1,Outcross2013
B3266,2013,Outcross,-0.01879835,PC_K55_ID2,PC_O59_ID2,2923.34,9,105,B,78,71,166,67,5.5,5,8,3,140,46.67,56.5,6.25,4.214513,12.5,4.52,4650,127,0.0273,1.4,7,100,0.0571,7,0.0546,0,0.012,0,75,5.968706,1.420779,1.327338942,PC_K55_ID2xPC_O59_ID2,1,Outcross2013
B3267,2013,Self,0.5773586,PC_J48_ID2,PC_J48_ID2,3705.89,9,106,B,70,64,106,43,6,5,5,3,410,136.67,36.5,3.5,3.560603,7,5.21,1586,32,0.0201,0.7,6,0,0.0122,6,0.0402,0,0,0,55,5.923661,1.666643,1.367448724,PC_J48_ID2xPC_J48_ID2,1,Self2013
B3268,2013,Outcross,-0.0275178,PC_I11_ID2,PC_K55_ID2,2887.62,9,107,B,61,65,110,46,5.5,14,8,2,490,245,35,3.75,4.003222,7.5,4.67,3149,80,0.0254,1.3,6,100,0.0163,-4,0.0509,0,0,0,45,6.142322,1.546878,1.37046819,PC_I11_ID2xPC_K55_ID2,1,Outcross2013
B3270,2013,Outcross,0.0259757,PC_N57_ID2,PC_N58_ID2,1378.18,9,109,B,71,71,174,81,6,16,9,3,570,190,45,4,4.509378,8,5.63,4974,162,0.0327,1.6,12,100,0.0158,0,0.0653,0,0,0,55,6.973328,1.548916,1.388813151,PC_N57_ID2xPC_N58_ID2,1,Outcross2013
B3273,2013,Self,0.4213222,PC_O08_ID2,PC_O08_ID2,2360.63,10,107,B,64,65,105,63,5,10,12,3,640,213.33,35.5,3.5,3.740621,7,5.07,3485,79,0.0226,1.6,9,100,0.0188,-1,0.0451,0,0,0,65,5.789439,1.552504,1.379766348,PC_O08_ID2xPC_O08_ID2,1,Self2013
B3276,2013,Outcross,-0.03895694,PC_J12_ID1,PC_N07_ID1,2299.72,11,105,B,62,66,120,63,6,6,15,3,640,213.33,37.5,4,3.680185,8,4.69,3789,78,0.0205,1.4,8,100,0.0234,-4,0.041,0,0,0,55,5.661392,1.543917,1.380718672,PC_J12_ID1xPC_N07_ID1,1,Outcross2013
B3277,2013,Outcross,-0.00104886,PC_J13_ID1,PC_M05_ID1,1916,11,106,B,69,67,140,58,6,5,13,3,500,166.67,48,5.25,3.771123,10.5,4.57,4625,82,0.0177,1.3,8,100,0.026,2,0.0354,0,0.065,0,35,5.32873,1.416337,1.376639271,PC_J13_ID1xPC_M05_ID1,1,Outcross2013
B3279,2013,Self,0.5525101,PC_J07_ID2,PC_J07_ID2,734.53,11,108,B,81,79,141,43,5,7,7,3,430,143.33,38,4,3.963005,8,4.75,3260,77,0.0238,1.2,10,100,0.0163,2,0.0475,0,0,0,70,5.770771,1.459233,1.384750667,PC_J07_ID2xPC_J07_ID2,1,Self2013
B3284,2013,Self,0.8147999,PC_K54_ID1,PC_K54_ID1,1370.67,12,106,B,72,65,102,50,4,4,4,2,270,135,43,4,3.617138,8,5.38,2160,29,0.0134,1.1,8,50,0.0148,7,0.0267,0,0,0,35,5.785338,1.608952,1.441935218,PC_K54_ID1xPC_K54_ID1,1,Self2013
B3290,2013,Self,0.4598721,PC_O59_ID2,PC_O59_ID2,717.76,13,109,B,84,81,165,56,7.5,3,12,4,500,125,55.5,5,4.260405,10,5.55,4684,138,0.0294,1.3,11,100,0.024,3,0.0588,0,0.039,0,55,7.119109,1.675804,1.358561665,PC_O59_ID2xPC_O59_ID2,1,Self2013
B3291,2013,Outcross,-0.0209523,PC_J04_ID1,PC_N07_ID1,1268.79,14,109,B,70,70,135,55,7,7,14,3,620,206.67,41,4,4.033417,8,5.13,4205,106,0.0252,1.5,10,100,0.0226,0,0.0503,0,0,0,55,5.501274,1.368226,1.339316732,PC_J04_ID1xPC_N07_ID1,1,Outcross2013
B3292,2013,Outcross,-0.0110708,PC_M15_ID1,PC_N04_ID1,1879.22,14,108,B,66,67,98,46,5,3,10,3,540,180,51,4.25,4.304729,8.5,6,2152,65,0.0302,1.2,5,100,0.0185,-1,0.0605,0,0,0,95,6.424194,1.495347,1.360596963,PC_M15_ID1xPC_N04_ID1,1,Outcross2013
B3294,2013,Outcross,0.0114444,PC_N04_ID1,PC_I52_ID1,1615.65,14,106,B,77,73,159,58,6,13,17,4,600,150,45,4.25,4.070228,8.5,5.29,6334,173,0.0274,1.5,12,100,0.0283,4,0.0548,0,0,0,70,5.774069,1.423427,1.386143761,PC_I52_ID1xPC_N04_ID1,-1,Outcross2013
B3298,2013,Self,0.344798,PC_I06_ID1,PC_I06_ID1,2039.85,15,107,B,68,68,145,59,4.5,8,8,2,310,155,42,4.5,3.559787,9,4.67,3971,72,0.0182,1.4,9,100,0.0258,0,0.0363,0,0,0,75,6.119708,1.72642,1.301402622,PC_I06_ID1xPC_I06_ID1,1,Self2013
B3299,2013,Self,0.662948,PC_I52_ID1,PC_I52_ID1,1830.15,15,108,B,69,66,115,52,5,9,11,3,300,100,41,4.25,3.715862,8.5,4.82,4002,87,0.0217,1.3,7,100,0.0367,3,0.0435,0,0.01,0.019,65,5.189183,1.399721,1.494721483,PC_I52_ID1xPC_I52_ID1,1,Self2013
B3301,2013,Self,0.540075,PC_J14_ID2,PC_J14_ID2,1218.47,16,109,B,92,82,167,77,5,2,9,2,300,150,30.5,3.75,3.733936,7.5,4.07,2982,54,0.0181,1.1,10,50,0.03,10,0.0361,0,0,0,85,4.828609,1.305284,1.407093746,PC_J14_ID2xPC_J14_ID2,1,Self2013
B3302,2013,Outcross,-0.0073449,PC_J12_ID1,PC_M59_ID1,1260.85,16,108,B,74,74,197,61,6,4,10,3,500,166.67,33,3.5,3.851256,7,4.71,3271,72,0.0221,1.4,12,100,0.02,0,0.0441,0,0,0,55,6.047523,1.577611,1.347027423,PC_J12_ID1xPC_M59_ID1,1,Outcross2013
B3305,2013,Self,0.7836406,PC_O08_ID2,PC_O08_ID2,2025.74,16,105,B,86,84,95,46,1,2,2,1,100,100,36.5,2.75,4.081583,5.5,6.64,798,24,0.0301,0.8,5,0,0.02,2,0.0603,0,0,0,NA,7.544711,1.855775,1.467809946,PC_O08_ID2xPC_O08_ID2,1,Self2013
B3306,2013,Outcross,0.007485,PC_K55_ID2,PC_O59_ID2,2436.85,17,105,B,73,71,187,80,6.5,4,13,3,520,173.33,53,5,4.644026,10,5.3,4208,140,0.0334,1.5,8,100,0.025,2,0.0667,0,0.035,0,75,6.434067,1.389858,1.354331212,PC_K55_ID2xPC_O59_ID2,1,Outcross2013
B3308,2013,Self,0.6511887,PC_J14_ID2,PC_J14_ID2,1555.19,17,107,B,84,81,152,68,6,5,5,2,220,110,38,4.25,4.273672,8.5,4.47,2699,64,0.0237,1.2,8,60,0.0227,3,0.0473,0,0,0,55,5.495218,1.292325,1.331609049,PC_J14_ID2xPC_J14_ID2,1,Self2013
B3309,2013,Outcross,-0.0472221,PC_J12_ID1,PC_M59_ID1,1604.89,17,108,B,73,73,NA,60,7.5,9,15,5,670,134,45,4.5,3.659964,9,5,5863,120,0.0204,1.7,13,100,0.0224,0,0.0408,0,0,0,70,5.718662,1.571192,1.346519031,PC_J12_ID1xPC_M59_ID1,1,Outcross2013
B3312,2013,Outcross,-0.02021635,PC_I52_ID1,PC_I06_ID1,1112.78,18,108,B,68,68,149,72,5,14,24,4,630,157.5,47.5,5.5,3.418914,11,4.32,8810,139,0.0158,1.6,8,100,0.0381,0,0.0316,0,0,0,65,5.291043,1.554964,1.307314178,PC_I06_ID1xPC_I52_ID1,-1,Outcross2013
B3317,2013,Self,0.5085741,PC_I50_ID2,PC_I50_ID2,2891.13,19,106,B,86,81,145,67,5,2,7,3,280,93.33,44,4.25,3.573419,8.5,5.18,2573,49,0.0192,1,8,80,0.025,5,0.0383,0,0,0,95,5.89626,1.655741,1.377739022,PC_I50_ID2xPC_I50_ID2,1,Self2013
B3318,2013,Self,0.3412212,PC_N58_ID2,PC_N58_ID2,2644.02,19,107,B,75,69,104,55,8.5,11,13,4,670,167.5,46,5,3.722539,10,4.6,5300,118,0.0222,1.6,9,100,0.0194,6,0.0444,0,0,0,70,5.882651,1.58665,1.415235321,PC_N58_ID2xPC_N58_ID2,1,Self2013
B3319,2013,Self,0.3779696,PC_J12_ID1,PC_J12_ID1,2858.78,19,108,B,77,76,147,59,4,1,4,1,30,30,41,4,3.884229,8,5.13,1714,42,0.0248,0.8,6,50,0.1333,1,0.0495,0,0,0,NA,6.752232,1.753383,1.383207158,PC_J12_ID1xPC_J12_ID1,1,Self2013
B3320,2013,Outcross,0.0047734,PC_N57_ID2,PC_J07_ID2,1691.03,19,109,B,76,75,184,73,6,8,12,3,580,193.33,34.5,3.25,4.00846,6.5,5.31,3459,100,0.0288,1.7,11,100,0.0207,1,0.0577,0,0,0,80,6.184828,1.549579,1.400194989,PC_J07_ID2xPC_N57_ID2,-1,Outcross2013
B3321,2013,Outcross,-0.02484816,PC_N13_ID1,PC_N07_ID1,1801.58,20,109,B,75,73,168,62,7,6,9,3,580,193.33,40,4.25,4.299453,8.5,4.71,3460,105,0.0305,1.9,10,100,0.0155,2,0.0609,0,0,0,70,6.308501,1.47246,1.373709168,PC_N07_ID1xPC_N13_ID1,-1,Outcross2013
B3323,2013,Self,0.5611647,PC_J12_ID1,PC_J12_ID1,3042.13,20,107,B,61,67,110,39,3.5,6,8,2,550,275,29,3,3.479949,6,4.83,1854,35,0.0187,1,7,100,0.0145,-6,0.0375,0,0,0,50,6.088655,1.757141,1.397474802,PC_J12_ID1xPC_J12_ID1,1,Self2013
B3324,2013,Outcross,0.0048534,PC_J48_ID2,PC_N07_ID2,2673.16,20,106,B,69,71,146,58,6,8,12,4,590,147.5,51,5,3.76213,10,5.1,4758,114,0.0239,1.5,9,100,0.0203,-2,0.0478,0,0,0,50,5.957439,1.587742,1.368021557,PC_J48_ID2xPC_N07_ID2,1,Outcross2013
B3326,2013,Outcross,-0.0321689,PC_N13_ID1,PC_N07_ID1,2774.73,21,105,B,83,77,152,71,6,4,7,2,80,40,41,4.25,4.421117,8.5,4.82,3169,92,0.029,1.4,8,90,0.0875,6,0.058,0,0,0,70,5.914803,1.342439,1.324229224,PC_N07_ID1xPC_N13_ID1,-1,Outcross2013
B3328,2013,Self,0.5482646,PC_N07_ID1,PC_N07_ID1,2788.05,21,107,B,79,75,130,44,5,3,9,2,360,180,39.5,3.5,4.19666,7,5.64,2432,60,0.0248,1.6,8,100,0.025,4,0.0496,0,0,0,50,6.045989,1.446057,1.357039452,PC_N07_ID1xPC_N07_ID1,1,Self2013
B3329,2013,Outcross,-0.03515977,PC_I11_ID2,PC_N57_ID2,2066.83,21,108,B,65,67,163,72,5.5,8,11,3,590,196.67,39,3.5,4.356326,7,5.57,3176,109,0.0342,1.3,9,100,0.0186,-2,0.0685,0,0,0,65,6.54223,1.506552,1.386623083,PC_I11_ID2xPC_N57_ID2,1,Outcross2013
B3330,2013,Outcross,-0.0275265,PC_J51_ID1,PC_N13_ID1,1964.15,21,109,B,62,66,142,58,6,5,9,3,640,213.33,42.5,4.5,4.174081,9,4.72,2927,78,0.0267,1.4,8,100,0.0141,-4,0.0533,0,0,0,60,6.27857,1.510362,1.326733597,PC_J51_ID1xPC_N13_ID1,1,Outcross2013
B3332,2013,Self,0.325186,PC_L56_ID1,PC_L56_ID1,1133.07,22,108,B,79,79,151,63,7.5,5,13,3,390,130,45.5,4,4.072276,8,5.69,3911,92,0.0236,1.6,9,100,0.0333,0,0.0472,0,0,0.014,80,6.543228,1.614809,1.369500125,PC_L56_ID1xPC_L56_ID1,1,Self2013
B3334,2013,Self,0.5793234,PC_K54_ID1,PC_K54_ID1,1676.42,22,106,B,75,69,140,57,4.5,9,8,1,60,60,44,4,4.472636,8,5.5,4477,136,0.0304,1.2,11,0,0.1333,6,0.0607,0,0,0,70,6.229634,1.39575,1.466278799,PC_K54_ID1xPC_K54_ID1,1,Self2013
B3337,2013,Outcross,-0.0111163,PC_N07_ID2,PC_J48_ID2,1154.7,22,103,B,69,67,149,51,7,12,8,3,520,173.33,46,4.5,3.655318,9,5.11,4423,93,0.0211,1.2,10,100,0.0154,2,0.0423,0.039,0.111,0,50,5.468988,1.498617,1.401588004,PC_J48_ID2xPC_N07_ID2,-1,Outcross2013
B3342,2013,Outcross,-0.03592485,PC_J51_ID1,PC_N13_ID1,1512.7,22,98,B,77,75,171,66,8,5,6,3,530,176.67,46,5,4.523407,10,4.6,3345,110,0.0329,1.8,10,100,0.0113,2,0.0659,0,0,0,65,6.123011,1.357346,1.310440961,PC_J51_ID1xPC_N13_ID1,1,Outcross2013
B3343,2013,Outcross,0.0142916,PC_J14_ID2,PC_O59_ID2,1985.72,22,97,B,76,73,188,63,5.5,4,8,2,240,120,39,4.25,4.523389,8.5,4.59,3327,88,0.0264,1.6,9,100,0.0333,3,0.0528,0,0,0,90,6.14983,1.362888,1.315464069,PC_J14_ID2xPC_O59_ID2,1,Outcross2013
B3345,2013,Outcross,-0.00431097,PC_L56_ID1,PC_M59_ID1,2271.3,22,95,B,79,81,165,70,8,3,11,3,460,153.33,43.5,4.25,3.532368,8.5,5.12,3628,81,0.0223,1.6,10,100,0.0239,-2,0.0445,0,0,0,85,5.409052,1.537983,1.410173305,PC_L56_ID1xPC_M59_ID1,1,Outcross2013
B3348,2013,Self,0.2912712,PC_O08_ID2,PC_O08_ID2,1779.64,22,92,B,63,67,118,51,5,6,14,4,640,160,38,3.5,3.868539,7,5.43,2970,72,0.0242,1.6,7,100,0.0219,-4,0.0483,0,0,0,65,6.018817,1.565516,1.362679756,PC_O08_ID2xPC_O08_ID2,1,Self2013
B3351,2013,Self,0.5149891,PC_O51_ID2,PC_O51_ID2,1537.18,22,89,B,77,75,142,61,6,6,8,2,410,205,38,4,3.914674,8,4.75,3341,89,0.0266,1.1,10,100,0.0195,2,0.0532,0,0,0,75,6.39152,1.637564,1.425844262,PC_O51_ID2xPC_O51_ID2,1,Self2013
B3353,2013,Outcross,-0.0387157,PC_N13_ID1,PC_N07_ID1,1064.15,22,87,B,80,77,167,74,5.5,14,5,2,350,175,39.5,4,4.201087,8,4.94,3916,112,0.0285,1.7,10,100,0.0143,3,0.057,0,0,0,65,6.154371,1.470389,1.319831392,PC_N07_ID1xPC_N13_ID1,-1,Outcross2013
B3355,2013,Self,0.57797,PC_L12_ID2,PC_L12_ID2,2141.51,22,85,B,68,67,110,35,3.5,2,6,2,330,165,28,3,3.463346,6,4.67,1136,20,0.0177,0.9,5,0,0.0182,1,0.0354,0,0,0,65,5.937491,1.717678,1.456228229,PC_L12_ID2xPC_L12_ID2,1,Self2013
B3356,2013,Self,0.5063951,PC_N13_ID1,PC_N13_ID1,1478.17,22,84,B,73,71,139,53,6,12,7,3,460,153.33,44.5,4.5,4.177732,9,4.94,3838,111,0.0289,1.5,8,90,0.0152,2,0.0578,0.041,0.02,0,95,6.4335,1.543091,1.3885832,PC_N13_ID1xPC_N13_ID1,1,Self2013
B3358,2013,Self,0.4671792,PC_O08_ID2,PC_O08_ID2,2211.3,22,82,B,64,67,112,52,4.5,8,8,3,450,150,41,3.5,4.049297,7,5.86,2710,77,0.0285,1.2,8,100,0.0178,-3,0.057,0,0,0,60,6.87781,1.709589,1.41515411,PC_O08_ID2xPC_O08_ID2,1,Self2013
B3359,2013,Self,0.3831601,PC_O08_ID2,PC_O08_ID2,2824.23,22,81,B,80,74,150,66,5,4,6,3,430,143.33,45,4.25,4.267695,8.5,5.29,2409,72,0.03,1.7,8,100,0.014,6,0.06,0,0,0,65,6.349108,1.493244,1.387362845,PC_O08_ID2xPC_O08_ID2,1,Self2013
B3360,2013,Outcross,-0.03004354,PC_N03_ID2,PC_I50_ID2,1714.62,22,80,B,95,NA,190,80,6.5,11,6,3,380,126.67,51,5.5,3.59003,11,4.64,6540,133,0.0203,1.8,15,100,0.0158,NA,0.0406,0,0,0,50,5.753794,1.607072,1.396857989,PC_I50_ID2xPC_N03_ID2,-1,Outcross2013
B3362,2013,Self,0.6654947,PC_N07_ID1,PC_N07_ID1,2063.85,22,78,B,81,73,70,38,3,0,2,1,50,50,25,2,3.464491,4,6.25,601,11,0.0187,0.6,6,0,0.04,8,0.0374,0,0,0,NA,6.195161,1.794638,1.42428648,PC_N07_ID1xPC_N07_ID1,1,Self2013
B3364,2013,Outcross,0.0288881,PC_J10_ID1,PC_L56_ID1,1217.02,22,76,B,67,67,111,50,4.5,3,7,3,570,190,50,4.75,3.837413,9.5,5.26,2238,57,0.0254,1.3,7,100,0.0123,0,0.0508,0,0,0,70,6.124589,1.606839,1.390915531,PC_J10_ID1xPC_L56_ID1,1,Outcross2013
B3366,2013,Self,0.3181108,PC_L06_ID2,PC_L06_ID2,1409.09,22,74,B,87,83,176,80,5.5,2,5,2,420,210,43.5,4.5,3.840926,9,4.83,2085,47,0.0225,1.3,8,100,0.0119,4,0.045,0,0,0,55,5.270926,1.380638,1.419144286,PC_L06_ID2xPC_L06_ID2,1,Self2013
B3367,2013,Self,0.4672365,PC_J13_ID1,PC_J13_ID1,1884.19,22,73,B,87,83,105,49,5,0,1,2,70,35,50,5,4.1272,10,5,1517,43,0.0285,1,7,20,0.0143,4,0.057,0,0,0,55,6.34439,1.54115,1.411288979,PC_J13_ID1xPC_J13_ID1,1,Self2013
B3369,2013,Outcross,-0.0214266,PC_K60_ID1,PC_N13_ID1,1388.14,22,71,B,62,66,158,61,5,6,8,3,600,200,40,4,3.494354,8,5,3267,68,0.0207,1.4,11,100,0.0133,-4,0.0413,0,0,0,60,5.805228,1.666192,1.3916211,PC_K60_ID1xPC_N13_ID1,1,Outcross2013
B3370,2013,Self,0.4372424,PC_L06_ID2,PC_L06_ID2,2161.51,22,70,B,88,84,170,69,6,1,5,2,240,120,42.5,4.5,3.656368,9,4.72,2254,41,0.0181,1.3,8,100,0.0208,4,0.0361,0,0,0,40,5.450171,1.509484,1.408372553,PC_L06_ID2xPC_L06_ID2,1,Self2013
B3371,2013,Outcross,-0.02480614,PC_J13_ID1,PC_L12_ID1,1890.41,22,69,B,64,67,116,55,5.5,4,9,3,640,213.33,54.5,5,3.797234,10,5.45,3094,75,0.0243,1.5,8,100,0.0141,-3,0.0486,0,0,0,40,6.507592,1.719398,1.416420583,PC_J13_ID1xPC_L12_ID1,1,Outcross2013
B3372,2013,Outcross,-0.01189595,PC_I06_ID1,PC_K02_ID1,2137.44,22,68,B,74,73,178,82,6,3,14,3,600,200,39,4.25,3.604352,8.5,4.59,3499,69,0.0196,1.6,8,100,0.0233,1,0.0392,0,0,0,55,5.966216,1.66323,1.37492499,PC_I06_ID1xPC_K02_ID1,1,Outcross2013
B3375,2013,Self,0.3967013,PC_I52_ID1,PC_I52_ID1,1484.81,22,65,B,65,66,115,53,5,6,11,3,440,146.67,47.5,4,3.932533,8,5.94,2953,83,0.0281,1,6,100,0.025,-1,0.0562,0,0,0,70,6.293572,1.605685,1.420405217,PC_I52_ID1xPC_I52_ID1,1,Self2013
B3377,2013,Self,0.335505,PC_K60_ID1,PC_K60_ID1,1097.81,22,63,B,71,67,137,55,5.5,9,7,3,460,153.33,49,4.25,3.480507,8.5,5.76,3221,55,0.017,1.3,8,100,0.0152,4,0.034,0,0,0,85,6.261,1.809624,1.446177732,PC_K60_ID1xPC_K60_ID1,1,Self2013
B3380,2013,Self,0.4376248,PC_N07_ID2,PC_N07_ID2,1123.76,22,60,B,71,69,135,55,6,9,6,2,300,150,34.5,3.5,3.59051,7,4.93,3285,68,0.0207,1.5,11,0,0.02,2,0.0414,0,0,0,40,5.686903,1.593398,1.46393127,PC_N07_ID2xPC_N07_ID2,1,Self2013
B3383,2013,Self,0.4899194,PC_J13_ID1,PC_J13_ID1,1741.85,22,57,B,79,77,160,52,7,5,8,2,380,190,46,5.25,4.069307,10.5,4.38,4565,111,0.0244,1.4,11,100,0.0211,2,0.0487,0,0,0,65,5.687644,1.399314,1.411055744,PC_J13_ID1xPC_J13_ID1,1,Self2013
B3384,2013,Self,0.3251469,PC_L56_ID1,PC_L56_ID1,1812.26,22,56,B,73,71,133,57,5,4,10,3,480,160,57,4.75,4.295864,9.5,6,3441,109,0.0316,1.9,8,100,0.0208,2,0.0633,0,0,0.01,65,6.687578,1.565028,1.350620645,PC_L56_ID1xPC_L56_ID1,1,Self2013
B3385,2013,Outcross,-0.039787,PC_L08_ID1,PC_I58_ID1,1112.63,22,55,B,73,73,143,55,5,7,7,3,420,140,44,4.5,4.199282,9,4.89,3440,92,0.0266,1.5,9,100,0.0167,0,0.0533,0,0,0,50,6.012976,1.437649,1.377920847,PC_I58_ID1xPC_L08_ID1,-1,Outcross2013
B3389,2013,Outcross,0.0018047,PC_N09_ID1,PC_J04_ID1,1211.34,22,51,B,70,71,126,56,6,4,7,3,500,166.67,44.5,4.5,4.084918,9,4.94,2629,69,0.0262,1.4,8,100,0.014,-1,0.0523,0,0,0,60,6.091494,1.493833,1.355305166,PC_J04_ID1xPC_N09_ID1,-1,Outcross2013
B3390,2013,Outcross,-0.00153524,PC_L48_ID2,PC_K55_ID2,1199.33,22,50,B,69,71,160,70,6.5,6,11,3,620,206.67,44,5.25,4.118006,10.5,4.19,4657,120,0.0258,1.6,10,100,0.0177,-2,0.0515,0,0,0,80,5.433234,1.330268,1.378751838,PC_K55_ID2xPC_L48_ID2,-1,Outcross2013
B3391,2013,Self,0.558745,PC_J48_ID2,PC_J48_ID2,2155.22,22,49,B,71,69,NA,48,4.5,5,6,2,60,30,26.5,3,3.184267,6,4.42,1896,28,0.0147,0.9,6,0,0.1,2,0.0293,0,0,0,30,5.386886,1.699504,1.44718603,PC_J48_ID2xPC_J48_ID2,1,Self2013
B3392,2013,Outcross,-0.0104214,PC_J10_ID1,PC_N07_ID1,1592.34,22,48,B,62,66,157,66,4.5,5,10,3,430,143.33,37.5,4,3.744693,8,4.69,3755,71,0.0188,1.6,11,100,0.0233,-4,0.0376,0,0,0,70,6.30979,1.693765,1.352144482,PC_J10_ID1xPC_N07_ID1,1,Outcross2013
B3393,2013,Outcross,-0.0094689,PC_K60_ID1,PC_I06_ID1,1535.5,22,47,B,79,75,163,72,5,4,8,3,230,76.67,52.5,5.25,3.810027,10.5,5,4130,93,0.0225,1.3,9,100,0.0348,4,0.0451,0,0,0,70,6.246948,1.642385,1.341526222,PC_I06_ID1xPC_K60_ID1,-1,Outcross2013
B3394,2013,Outcross,-0.0143263,PC_N48_ID1,PC_M59_ID1,1156.1,22,46,B,64,66,117,63,5.5,7,12,4,230,57.5,36.5,4,3.869753,8,4.56,4669,110,0.0235,1.8,11,100,0.0522,-2,0.0471,0,0,0,80,5.928,1.5347,1.351001517,PC_M59_ID1xPC_N48_ID1,-1,Outcross2013
B3397,2013,Self,0.4704612,PC_N07_ID2,PC_N07_ID2,1470.8,22,43,B,70,69,115,59,4.5,6,13,4,610,152.5,43,4.25,3.763883,8.5,5.06,3930,84,0.0213,1.5,9,90,0.0213,1,0.0425,0,0,0,65,6.143715,1.642225,1.414543613,PC_N07_ID2xPC_N07_ID2,1,Self2013
