Plot,Year,Type,F_est,Mother,Father,Shading,X_axis,Y_axis,Border,DTA,DTS,PlantHt,LeafLen,LeafWd,TillNum,EarsPerSideBran,LatBranNodeNum,LatBranLen,LBIL,EarLen,SeedsPerRow,FC_Width_mm,SeedsPerEar,EarInternodeLen,PredSeedPerPlant,PredTotalSeedWeight,SeedWeight,CulmDiam,BranNum,MalePerc,Clustering,ASI,FruitcaseWt,ProporYoked,ProporNonShatter,ProporPairedSpikelets,Perc_Germ,FC_Length_mm,FC_LWR,FC_Triangularity,com,dr,TypeYear
B3398,2013,Self,0.5116801,PC_N14_ID2,PC_N14_ID2,2017.55,22,42,B,76,75,125,54,5.5,3,5,2,100,50,43.5,4.25,3.854022,8.5,5.12,2163,54,0.025,1,6,100,0.05,1,0.05,0,0,0,50,6.393529,1.674412,1.400058034,PC_N14_ID2xPC_N14_ID2,1,Self2013
B3399,2013,Outcross,-0.01279676,PC_L08_ID1,PC_L56_ID1,1849.38,22,41,B,62,64,128,53,4.5,6,8,3,450,150,57,5.5,4.746381,11,5.18,3910,135,0.0346,1.4,8,100,0.0178,-2,0.0693,0,0,0,85,6.743109,1.425853,1.31989261,PC_L08_ID1xPC_L56_ID1,1,Outcross2013
B3400,2013,Outcross,-0.02898437,PC_J12_ID1,PC_M59_ID1,2037.47,22,40,B,76,75,175,73,5.5,4,9,4,370,92.5,43,4.25,3.85472,8.5,5.06,3071,73,0.0237,1.5,8,100,0.0243,1,0.0473,0,0,0,55,6.181313,1.61004,1.381676209,PC_J12_ID1xPC_M59_ID1,1,Outcross2013
B3401,2013,Outcross,-0.00814277,PC_I05_ID1,PC_I06_ID1,1999.85,22,39,B,77,72,151,58,6.5,3,6,2,210,105,46,5.25,4.497692,10.5,4.38,3540,110,0.0311,1.5,9,100,0.0286,5,0.0621,0,0,0,95,6.084279,1.358858,1.312434952,PC_I05_ID1xPC_I06_ID1,1,Outcross2013
B3403,2013,Outcross,0.0328828,PC_N10_ID2,PC_J14_ID2,1617.35,22,37,B,69,69,148,71,5,8,10,3,600,200,42.5,4.25,3.705739,8.5,5,3652,72,0.0197,1.7,9,100,0.0167,0,0.0394,0,0,0.009,55,4.986771,1.356857,1.421653821,PC_J14_ID2xPC_N10_ID2,-1,Outcross2013
B3406,2013,Self,0.6299487,PC_J48_ID2,PC_J48_ID2,1035.04,22,34,B,79,71,110,44,5,3,6,2,250,125,48,4.75,3.732951,9.5,5.05,2354,52,0.0223,0.9,6,20,0.024,8,0.0446,0,0,0,55,5.845793,1.569889,1.388196148,PC_J48_ID2xPC_J48_ID2,1,Self2013
B3407,2013,Self,0.5319451,PC_L14_ID1,PC_L14_ID1,791.42,22,33,B,73,70,90,67,4.5,3,5,2,270,135,53.5,4.75,3.855662,9.5,5.63,2625,54,0.0207,1.6,8,70,0.0185,3,0.0414,0,0,0,25,6.840814,1.790671,1.393831208,PC_L14_ID1xPC_L14_ID1,1,Self2013
B3410,2013,Self,0.2973382,PC_N04_ID1,PC_N04_ID1,851.73,22,30,B,88,83,142,56,6,2,4,2,80,40,36.5,3.5,3.879806,7,5.21,2115,45,0.0215,1,9,20,0.05,5,0.0429,0,0,0,70,6.471011,1.672281,1.39059947,PC_N04_ID1xPC_N04_ID1,1,Self2013
B3411,2013,Self,0.4130723,PC_M59_ID1,PC_M59_ID1,963.29,22,29,B,83,84,145,62,6.5,2,8,3,260,86.67,33.5,3.75,3.097955,7.5,4.47,2874,41,0.0143,1.2,10,100,0.0308,-1,0.0285,0,0,0,55,5.347203,1.732582,1.367976375,PC_M59_ID1xPC_M59_ID1,1,Self2013
B3414,2013,Self,0.5579567,PC_L56_ID1,PC_L56_ID1,939.04,22,26,B,84,84,105,48,6,2,8,3,400,133.33,51,4.5,4.352491,9,5.67,2226,56,0.0254,1.3,6,100,0.02,0,0.0507,0,0,0,55,7.003352,1.616697,1.330678586,PC_L56_ID1xPC_L56_ID1,1,Self2013
B3419,2013,Outcross,0.0075138,PC_O08_ID2,PC_N57_ID2,763.85,22,21,B,63,65,147,60,6.5,9,12,3,610,203.33,43,4,4.512803,8,5.38,3902,132,0.034,1.5,9,100,0.0197,-2,0.0679,0,0,0,40,7.070048,1.574586,1.342294468,PC_N57_ID2xPC_O08_ID2,-1,Outcross2013
B3424,2013,Outcross,-0.0325901,PC_L12_ID2,PC_N58_ID2,1191.57,22,16,B,63,68,166,63,6.5,12,20,4,680,170,46,5.25,3.624719,10.5,4.38,7907,167,0.0212,1.4,11,100,0.0294,-5,0.0424,0,0,0,50,5.583437,1.550629,1.443925122,PC_L12_ID2xPC_N58_ID2,1,Outcross2013
B3426,2013,Self,0.4047211,PC_L06_ID2,PC_L06_ID2,2168.94,22,14,B,83,77,73,50,3,1,3,2,100,50,34.5,3.75,3.054129,7.5,4.6,931,14,0.0146,0.6,4,0,0.03,6,0.0292,0,0,0,70,5.135506,1.687757,1.430036096,PC_L06_ID2xPC_L06_ID2,1,Self2013
B3428,2013,Outcross,-0.00765145,PC_J07_ID2,PC_N58_ID2,1620.21,22,12,B,73,73,153,59,6,6,10,3,590,196.67,36.5,3.5,3.975871,7,5.21,2800,73,0.026,1.4,9,100,0.0169,0,0.0519,0,0,0,80,5.721501,1.441827,1.444299471,PC_J07_ID2xPC_N58_ID2,1,Outcross2013
B3429,2013,Self,0.3275007,PC_J12_ID1,PC_J12_ID1,2040.61,22,11,B,63,67,105,48,4.5,6,14,3,750,250,37,3.25,3.813601,6.5,5.69,2620,62,0.0236,1.2,7,100,0.0187,-4,0.0471,0,0,0,70,6.853499,1.806487,1.337915856,PC_J12_ID1xPC_J12_ID1,1,Self2013
B3431,2013,Self,0.4642987,PC_I52_ID1,PC_I52_ID1,1896.16,22,9,B,71,71,128,50,5.5,8,10,3,450,150,50.5,5,4.209175,10,5.05,4585,124,0.027,1.2,9,100,0.0222,0,0.0539,0,0,0,70,5.979865,1.427391,1.427763614,PC_I52_ID1xPC_I52_ID1,1,Self2013
B3432,2013,Outcross,-0.01566476,PC_I58_ID2,PC_N14_ID2,1909.69,22,8,B,71,67,148,51,6,5,7,3,510,170,59,6.25,3.832369,12.5,4.72,3825,97,0.0253,1.6,8,100,0.0137,4,0.0505,0,0,0,70,6.240628,1.632459,1.393535521,PC_I58_ID2xPC_N14_ID2,1,Outcross2013
B3433,2013,Self,0.3583894,PC_M59_ID1,PC_M59_ID1,1687.86,22,7,B,81,79,192,59,6,2,7,3,190,63.33,35.5,4.25,3.496169,8.5,4.18,3415,54,0.0159,1.6,11,100,0.0368,2,0.0318,0,0.008,0,65,5.639959,1.6161,1.374804978,PC_M59_ID1xPC_M59_ID1,1,Self2013
B3436,2013,Self,0.509229,PC_O51_ID2,PC_O51_ID2,1293.67,22,4,B,79,76,124,51,5.5,8,10,3,580,193.33,41.5,3.75,3.648985,7.5,5.53,2843,60,0.0212,1.1,7,100,0.0172,3,0.0425,0,0,0.03,85,6.132213,1.687034,1.354965023,PC_O51_ID2xPC_O51_ID2,1,Self2013
B3437,2013,Self,0.4938743,PC_I55_ID2,PC_I55_ID2,1555.96,22,3,B,86,83,108,79,5,7,7,2,90,45,41,5,3.458541,10,4.1,4729,70,0.0148,1,10,80,0.0778,3,0.0296,0,0.039,0,30,6.211281,1.799963,1.378926327,PC_I55_ID2xPC_I55_ID2,1,Self2013
B3439,2013,Outcross,-0.0181367,PC_J51_ID1,PC_K60_ID1,1062.15,22,1,B,86,83,148,61,7,5,9,3,280,93.33,41.5,4.25,3.927499,8.5,4.88,3584,69,0.0193,1.4,9,100,0.0321,3,0.0385,0,0,0,70,5.610592,1.433962,1.35634825,PC_J51_ID1xPC_K60_ID1,1,Outcross2013
B3442,2013,Self,0.5680544,PC_J48_ID2,PC_J48_ID2,1538.93,23,1,B,84,77,137,39,4.5,1,4,2,100,50,47,4.75,3.644888,9.5,4.95,2166,41,0.0191,0.9,7,0,0.04,7,0.0381,0,0,0,65,5.989374,1.65528,1.408154409,PC_J48_ID2xPC_J48_ID2,1,Self2013
B3443,2013,Outcross,-0.0242456,PC_N03_ID2,PC_I50_ID2,982.77,23,2,B,68,66,133,55,5.5,13,14,3,660,220,46.5,5,3.595531,10,4.65,5584,105,0.0188,1.2,8,100,0.0212,2,0.0376,0,0,0,80,5.338524,1.493928,1.344570594,PC_I50_ID2xPC_N03_ID2,-1,Outcross2013
B3444,2013,Outcross,0.0138919,PC_N11_ID1,PC_J04_ID1,1523.3,23,3,B,80,73,143,41,6.5,5,8,2,350,175,40,4,4.250293,8,5,3089,93,0.0301,1.5,9,100,0.0229,7,0.0603,0,0,0,80,6.143115,1.450642,1.37935958,PC_J04_ID1xPC_N11_ID1,-1,Outcross2013
B3452,2013,Outcross,0.0169048,PC_J10_ID1,PC_L56_ID1,3001.53,23,11,B,75,73,170,86,4.5,3,10,3,410,136.67,51.5,4.75,3.830871,9.5,5.42,3419,80,0.0234,1.5,8,100,0.0244,2,0.0468,0,0,0,85,6.967759,1.827084,1.382511614,PC_J10_ID1xPC_L56_ID1,1,Outcross2013
B3453,2013,Outcross,0.0084538,PC_J07_ID2,PC_N58_ID2,2901.48,23,12,B,61,67,140,60,5,12,14,3,580,193.33,37,4,3.793076,8,4.63,4682,100,0.0214,1.4,9,100,0.0241,-6,0.0427,0,0,0,55,5.295321,1.399431,1.375078956,PC_J07_ID2xPC_N58_ID2,1,Outcross2013
B3454,2013,Self,0.3631508,PC_J04_ID1,PC_J04_ID1,3635.93,23,13,B,69,69,111,60,5.5,5,8,3,370,123.33,45.5,4.5,4.270519,9,5.06,2705,74,0.0274,1.2,6,100,0.0216,0,0.0548,0.128,0.077,0,75,6.948709,1.632104,1.33826553,PC_J04_ID1xPC_J04_ID1,1,Self2013
B3455,2013,Outcross,-0.02730757,PC_K60_ID1,PC_J04_ID1,3051.74,23,14,B,69,67,133,58,6.5,11,10,3,500,166.67,41.5,4,3.985064,8,5.19,4189,108,0.0259,1.5,10,100,0.02,2,0.0518,0,0,0,80,6.042956,1.521422,1.398133138,PC_J04_ID1xPC_K60_ID1,-1,Outcross2013
B3456,2013,Outcross,-0.01683724,PC_J13_ID1,PC_L12_ID1,3298.83,23,15,B,61,66,117,42,4.5,10,5,2,360,180,36.5,4,4.101125,8,4.56,2958,78,0.0263,1.1,8,100,0.0139,-5,0.0527,0,0,0,50,5.798803,1.4166,1.379154472,PC_J13_ID1xPC_L12_ID1,1,Outcross2013
B3458,2013,Self,0.4640303,PC_K55_ID2,PC_K55_ID2,3101.67,23,17,B,70,70,97,63,5,1,8,3,250,83.33,51.5,4.5,4.266679,9,5.72,2343,76,0.0324,1,6,0,0.032,0,0.0647,0,0,0,80,6.767767,1.603994,1.373317841,PC_K55_ID2xPC_K55_ID2,1,Self2013
B3459,2013,Self,0.4577061,PC_K60_ID1,PC_K60_ID1,1562.51,23,18,B,81,75,149,63,5.5,7,8,3,350,116.67,47.5,4.5,3.612291,9,5.28,4005,73,0.0181,1.2,10,100,0.0229,6,0.0363,0,0,0,65,5.921658,1.644228,1.425318481,PC_K60_ID1xPC_K60_ID1,1,Self2013
B3462,2013,Self,0.4515159,PC_L56_ID1,PC_L56_ID1,2741.79,23,21,B,81,80,92,31,5,3,4,1,10,10,36.5,3.25,3.712704,6.5,5.62,1623,32,0.0197,0.9,6,0,0.4,1,0.0393,0,0,0,75,6.417298,1.740154,1.398553353,PC_L56_ID1xPC_L56_ID1,1,Self2013
B3463,2013,Outcross,-0.02476007,PC_N03_ID2,PC_I50_ID2,1974.9,23,22,B,85,84,160,87,6.5,11,11,3,470,156.67,44,4.5,3.607477,9,4.89,4963,99,0.0199,1.6,10,100,0.0234,1,0.0397,0,0,0,70,5.906873,1.654133,1.390285195,PC_I50_ID2xPC_N03_ID2,-1,Outcross2013
B3465,2013,Outcross,0.0118306,PC_N11_ID1,PC_K02_ID1,2366.25,23,24,B,70,71,120,73,6,10,16,3,320,106.67,38.5,4.5,3.912779,9,4.28,5829,113,0.0194,1.6,9,100,0.05,-1,0.0388,0,0,0,90,5.618582,1.441779,1.342340794,PC_K02_ID1xPC_N11_ID1,-1,Outcross2013
B3467,2013,Self,0.245694,PC_J14_ID2,PC_J14_ID2,1992.46,23,26,B,88,83,177,75,6,8,6,2,180,90,32,3.75,4.096892,7.5,4.27,3370,75,0.0221,1.5,10,0,0.0333,5,0.0443,0,0,0,50,5.307725,1.308341,1.360059991,PC_J14_ID2xPC_J14_ID2,1,Self2013
B3468,2013,Outcross,-0.0375056,PC_I05_ID1,PC_I52_ID1,2513.59,23,27,B,62,66,115,50,5.5,8,12,3,540,180,49.5,4.75,4.255821,9.5,5.21,4094,130,0.0317,1.4,7,100,0.0222,-4,0.0634,0,0,0,60,6.209214,1.476051,1.427453661,PC_I05_ID1xPC_I52_ID1,1,Outcross2013
B3470,2013,Outcross,-0.02467453,PC_M59_ID1,PC_L56_ID1,2661.59,23,29,B,78,78,147,74,6.5,3,12,4,510,127.5,29.5,3,3.64685,6,4.92,2472,52,0.0208,1.9,9,100,0.0235,0,0.0417,0,0,0,80,5.976232,1.642788,1.400377879,PC_L56_ID1xPC_M59_ID1,-1,Outcross2013
B3471,2013,Outcross,-0.0272334,PC_J51_ID1,PC_K60_ID1,1713.22,23,30,B,65,65,156,62,6,13,9,3,450,150,53,5,3.678238,10,5.3,5428,109,0.0201,1.5,10,100,0.02,0,0.0403,0,0,0,55,5.740714,1.563806,1.361540993,PC_J51_ID1xPC_K60_ID1,1,Outcross2013
B3473,2013,Outcross,-0.06511056,PC_I50_ID1,PC_I06_ID1,1616.53,23,32,B,77,75,129,53,4.5,6,7,2,60,30,41,4.5,3.775697,9,4.56,4410,93,0.0211,1.1,11,100,0.1167,2,0.0422,0,0,0,60,5.966207,1.59521,1.323562961,PC_I06_ID1xPC_I50_ID1,-1,Outcross2013
B3475,2013,Self,0.5372089,PC_L06_ID2,PC_L06_ID2,1437.99,23,34,B,89,83,NA,57,3,3,NA,NA,NA,NA,37.5,3.75,4.116076,7.5,5,NA,NA,0.0264,0.8,7,20,NA,6,0.0528,0,0,0,55,5.687827,1.387402,1.40638978,PC_L06_ID2xPC_L06_ID2,1,Self2013
B3478,2013,Self,0.4601008,PC_O51_ID2,PC_O51_ID2,1435.16,23,37,B,74,73,112,60,5.5,10,12,3,580,193.33,38.5,4,3.892742,8,4.81,3857,86,0.0223,1.4,8,100,0.0207,1,0.0445,0,0,0,75,6.037742,1.557706,1.348278629,PC_O51_ID2xPC_O51_ID2,1,Self2013
B3479,2013,Self,0.6965947,PC_K55_ID2,PC_K55_ID2,2133.31,23,38,B,76,66,101,45,4,5,12,3,620,206.67,40,3.5,4.156363,7,5.71,2767,84,0.0303,1.3,8,100,0.0194,10,0.0606,0,0,0,75,6.164478,1.49502,1.404195817,PC_K55_ID2xPC_K55_ID2,1,Self2013
B3480,2013,Self,0.404321,PC_M15_ID1,PC_M15_ID1,1931.96,23,39,B,63,66,127,60,5,6,12,3,620,206.67,40.5,4,3.513834,8,5.06,3507,69,0.0196,1.3,9,100,0.0194,-3,0.0392,0,0,0,95,6.032601,1.723435,1.382879731,PC_M15_ID1xPC_M15_ID1,1,Self2013
B3481,2013,Self,0.4882079,PC_J13_ID1,PC_J13_ID1,2016.91,23,40,B,71,69,131,50,4.5,3,6,3,290,96.67,37.5,4,3.943111,8,4.69,2356,56,0.0236,1.1,8,100,0.0207,2,0.0472,0,0,0,70,6.023919,1.537621,1.415763925,PC_J13_ID1xPC_J13_ID1,1,Self2013
B3482,2013,Outcross,0.0139396,PC_M59_ID1,PC_N09_ID1,1923.89,23,41,B,71,73,122,52,6,2,9,3,550,183.33,36,3.75,3.914041,7.5,4.8,2417,52,0.0217,1.2,9,100,0.0164,-2,0.0434,0,0,0,65,5.456968,1.396378,1.382233031,PC_M59_ID1xPC_N09_ID1,1,Outcross2013
B3483,2013,Outcross,-0.04991126,PC_I05_ID1,PC_L12_ID1,1420.87,23,42,B,75,74,144,69,7.5,8,11,4,680,170,49.5,5,3.899667,10,4.95,4637,99,0.0214,1.7,10,100,0.0162,1,0.0428,0,0,0,70,5.851265,1.508392,1.387181645,PC_I05_ID1xPC_L12_ID1,1,Outcross2013
B3485,2013,Self,0.5906061,PC_I52_ID1,PC_I52_ID1,1383.43,23,44,B,67,69,135,56,4.5,9,6,3,510,170,41.5,3.75,3.399458,7.5,5.53,2808,50,0.0177,1.3,9,100,0.0118,-2,0.0354,0,0,0,50,5.397076,1.596274,1.495944229,PC_I52_ID1xPC_I52_ID1,1,Self2013
B3486,2013,Outcross,-0.02500576,PC_L48_ID2,PC_N58_ID2,1612.24,23,45,B,61,66,96,53,5,10,12,3,700,233.33,41.5,4.25,4.004675,8.5,4.88,3902,101,0.0259,1.1,8,100,0.0171,-5,0.0517,0,0,0,75,5.609419,1.406149,1.381687951,PC_L48_ID2xPC_N58_ID2,1,Outcross2013
B3491,2013,Outcross,-0.04282016,PC_I50_ID1,PC_I06_ID1,2270.43,23,50,B,71,69,151,61,6,5,16,4,670,167.5,45,4.75,3.431519,9.5,4.74,4762,101,0.0213,2,9,100,0.0239,2,0.0426,0,0,0,55,6.143799,1.799522,1.376171578,PC_I06_ID1xPC_I50_ID1,-1,Outcross2013
B3492,2013,Self,0.4706554,PC_J51_ID1,PC_J51_ID1,2578.53,23,51,B,73,72,139,45,6,6,9,3,520,173.33,46,5,3.909228,10,4.6,4458,107,0.0241,1.3,11,100,0.0173,1,0.0482,0,0,0,70,5.978156,1.532666,1.401336298,PC_J51_ID1xPC_J51_ID1,1,Self2013
B3493,2013,Outcross,0.0149778,PC_J07_ID2,PC_N57_ID2,2216.28,23,52,B,67,69,147,52,5.5,10,9,3,520,173.33,41,4,4.060529,8,5.13,3855,98,0.0254,1.5,10,100,0.0173,-2,0.0508,0,0,0,45,6.069752,1.500222,1.331284108,PC_J07_ID2xPC_N57_ID2,1,Outcross2013
B3494,2013,Self,0.343766,PC_L56_ID1,PC_L56_ID1,2386.48,23,53,B,76,75,135,62,5.5,3,8,2,180,90,45,3.75,4.458748,7.5,6,2699,91,0.0338,1.8,8,100,0.0444,1,0.0676,0,0,0,90,7.461036,1.680523,1.371195041,PC_L56_ID1xPC_L56_ID1,1,Self2013
B3495,2013,Self,0.5028129,PC_N10_ID2,PC_N10_ID2,2010.9,23,54,B,75,75,96,41,3,3,5,2,300,150,36,3.75,3.538748,7.5,4.8,1620,28,0.0174,1,6,100,0.0167,0,0.0349,0,0,0,50,4.957258,1.401715,1.387976074,PC_N10_ID2xPC_N10_ID2,1,Self2013
B3496,2013,Outcross,0.0442171,PC_M15_ID1,PC_I06_ID1,1458.24,23,55,B,78,75,147,61,5.5,5,9,3,420,140,46,4.75,3.770782,9.5,4.84,3491,78,0.0223,1.6,8,100,0.0214,3,0.0446,0,0,0,75,6.235464,1.664119,1.376729832,PC_I06_ID1xPC_M15_ID1,-1,Outcross2013
B3499,2013,Outcross,0.0176904,PC_J13_ID1,PC_N09_ID1,838.29,23,58,B,75,73,135,59,7,6,13,3,530,176.67,41.5,5,4.11998,10,4.15,4778,124,0.0259,1.4,9,100,0.0245,2,0.0518,0,0,0,65,5.464331,1.327569,1.409527047,PC_J13_ID1xPC_N09_ID1,1,Outcross2013
B3501,2013,Outcross,-0.01553506,PC_I06_ID1,PC_M15_ID1,1157.2,23,60,B,75,72,150,59,7,4,9,2,380,190,50,5.25,3.900651,10.5,4.76,4345,96,0.0221,1.4,10,100,0.0237,3,0.0441,0,0.007,0,90,5.483695,1.408379,1.378862601,PC_I06_ID1xPC_M15_ID1,1,Outcross2013
B3502,2013,Outcross,-0.0545403,PC_I05_ID1,PC_L12_ID1,963.16,23,61,B,69,73,143,54,7.5,7,11,3,540,180,55.5,5.75,3.881221,11.5,4.83,5146,123,0.0239,1.3,9,100,0.0204,-4,0.0479,0,0,0,80,5.639542,1.465193,1.395353667,PC_I05_ID1xPC_L12_ID1,1,Outcross2013
B3503,2013,Self,0.5360792,PC_N04_ID1,PC_N04_ID1,1221.36,23,62,B,78,73,113,42,4,2,2,1,30,30,43.5,3.75,3.852084,7.5,5.8,1802,32,0.0177,1,8,100,0.0667,5,0.0354,0,0,0,60,5.742166,1.500828,1.416575833,PC_N04_ID1xPC_N04_ID1,1,Self2013
B3506,2013,Outcross,-0.0221246,PC_M15_ID1,PC_I06_ID1,768.35,23,65,B,71,73,151,70,6,7,8,3,590,196.67,58,5.75,3.707101,11.5,5.04,4587,116,0.0253,1.7,10,100,0.0136,-2,0.0505,0.017,0.017,0.008,85,5.915229,1.604881,1.365100984,PC_I06_ID1xPC_M15_ID1,-1,Outcross2013
B3508,2013,Outcross,-0.01568234,PC_I05_ID1,PC_I06_ID1,1224.76,23,67,B,75,73,147,62,8,4,15,3,620,206.67,42.5,4.75,4.163549,9.5,4.47,4752,126,0.0265,2,10,100,0.0242,2,0.0531,0,0,0,95,5.970019,1.437361,1.313924319,PC_I05_ID1xPC_I06_ID1,1,Outcross2013
B3513,2013,Outcross,-0.0508914,PC_M05_ID1,PC_I50_ID1,1425.78,23,72,B,66,68,127,55,4.5,8,11,3,500,166.67,30.5,3.25,3.479792,6.5,4.69,2884,55,0.019,1.4,8,100,0.022,-2,0.038,0,0,0,75,5.485527,1.584178,1.360041573,PC_I50_ID1xPC_M05_ID1,-1,Outcross2013
B3515,2013,Outcross,-0.03363246,PC_N09_ID1,PC_N13_ID1,1574.5,23,74,B,74,73,145,57,5.5,4,6,2,500,250,40.5,4.25,4.265321,8.5,4.76,2527,77,0.0303,1.6,9,100,0.012,1,0.0606,0,0,0,70,6.133015,1.440362,1.378800151,PC_N09_ID1xPC_N13_ID1,1,Outcross2013
B3517,2013,Self,0.5630488,PC_J04_ID1,PC_J04_ID1,1583.4,23,76,B,86,82,NA,70,6,9,NA,NA,NA,NA,37,3.5,4.157957,7,5.29,NA,NA,0.0283,1.7,11,50,NA,4,0.0566,0,0,0.023,90,6.422356,1.556853,1.339090944,PC_J04_ID1xPC_J04_ID1,1,Self2013
B3518,2013,Self,0.5363439,PC_I08_ID1,PC_I08_ID1,1334.62,23,77,B,61,64,80,41,3,6,13,NA,NA,NA,37,3.25,3.466457,6.5,5.69,NA,NA,0.0226,0.9,NA,100,NA,-3,0.0452,0.026,0.02,0,65,7.026689,2.03615,1.437837482,PC_I08_ID1xPC_I08_ID1,1,Self2013
B3520,2013,Self,0.4792073,PC_L08_ID1,PC_L08_ID1,1428.88,23,79,B,71,68,66,49,3.5,8,8,4,370,92.5,28.5,3,4.089968,6,4.75,2088,45,0.0215,1.1,6,0,0.0216,3,0.0429,0.05,0.15,0,65,6.352428,1.558731,1.363631582,PC_L08_ID1xPC_L08_ID1,1,Self2013
B3521,2013,Outcross,-0.0051118,PC_J13_ID1,PC_J04_ID1,1603.14,23,80,B,75,72,138,56,6,3,7,2,400,200,49.5,5.5,3.733299,11,4.5,3550,71,0.02,1.4,9,100,0.0175,3,0.04,0,0,0.01,85,5.535489,1.49049,1.386281101,PC_J04_ID1xPC_J13_ID1,-1,Outcross2013
B3523,2013,Self,0.5454744,PC_L08_ID1,PC_L08_ID1,1120.69,23,82,B,71,68,140,52,4,8,7,3,490,163.33,49,4.5,4.178713,9,5.44,2971,88,0.0297,1,7,0,0.0143,3,0.0594,0,0.202,0,75,6.375261,1.530071,1.375836896,PC_L08_ID1xPC_L08_ID1,1,Self2013
B3524,2013,Self,0.4794993,PC_M59_ID1,PC_M59_ID1,1746.69,23,83,B,81,70,154,51,7.5,4,23,NA,NA,NA,32.5,4,3.900075,8,4.06,NA,NA,0.0197,1.7,10,0,NA,11,0.0393,0,0,0,90,5.242306,1.346105,1.339369246,PC_M59_ID1xPC_M59_ID1,1,Self2013
B3527,2013,Outcross,-0.0548624,PC_L08_ID1,PC_J12_ID1,869.49,23,86,B,62,66,125,56,4,16,9,3,550,183.33,44,4.25,4.001889,8.5,5.18,4159,105,0.0251,1.2,7,100,0.0164,-4,0.0503,0,0,0,75,6.043273,1.513118,1.379489976,PC_J12_ID1xPC_L08_ID1,-1,Outcross2013
B3530,2013,Outcross,-0.00934124,PC_L08_ID1,PC_J10_ID1,1732.84,23,89,B,65,66,149,69,4.5,11,11,3,580,193.33,48.5,5,4.009762,10,4.85,4759,126,0.0265,1.5,8,100,0.019,-1,0.053,0,0,0,75,6.201889,1.55424,1.35175078,PC_J10_ID1xPC_L08_ID1,-1,Outcross2013
B3532,2013,Self,0.6302605,PC_N03_ID2,PC_N03_ID2,1723.09,23,91,B,87,86,129,62,5,6,5,1,20,20,32.5,3.5,3.489909,7,4.64,2793,62,0.0221,1,9,0,0.25,1,0.0442,0,0,0.02,100,5.611573,1.620718,1.331347168,PC_N03_ID2xPC_N03_ID2,1,Self2013
B3534,2013,Self,0.5653228,PC_L56_ID1,PC_L56_ID1,1594.65,23,93,B,79,78,137,57,5,4,13,3,560,186.67,51,4.25,3.687147,8.5,6,3511,69,0.0198,1.4,8,100,0.0232,1,0.0395,0,0,0,85,6.152106,1.674836,1.349759083,PC_L56_ID1xPC_L56_ID1,1,Self2013
B3536,2013,Self,0.3926307,PC_L56_ID1,PC_L56_ID1,1172.55,23,95,B,72,73,124,54,5.5,4,15,4,610,152.5,41.5,4,3.606811,8,5.19,3799,83,0.0219,2,9,100,0.0246,-1,0.0437,0,0,0.065,60,5.791309,1.613927,1.401377345,PC_L56_ID1xPC_L56_ID1,1,Self2013
B3538,2013,Outcross,-0.0023423,PC_J10_ID1,PC_M59_ID1,1141.82,23,97,B,69,67,177,63,6,5,13,3,440,146.67,39,3.75,3.591699,7.5,5.2,4003,86,0.0215,1.8,11,100,0.0295,2,0.043,0.025,0.044,0,55,5.819591,1.629082,1.373369964,PC_J10_ID1xPC_M59_ID1,1,Outcross2013
B3540,2013,Outcross,-0.03810245,PC_N13_ID1,PC_N07_ID1,1201.74,23,99,B,76,74,168,62,6.5,9,13,3,520,173.33,39,3.75,4.193966,7.5,5.2,4771,143,0.03,2,13,100,0.025,2,0.06,0,0,0,85,5.848922,1.397491,1.366999264,PC_N07_ID1xPC_N13_ID1,-1,Outcross2013
B3543,2013,Self,0.6349599,PC_J14_ID2,PC_J14_ID2,1336.48,23,102,B,96,88,142,53,5,3,5,2,50,25,33.5,3.75,3.91565,7.5,4.47,2594,55,0.0211,1.6,9,0,0.1,8,0.0421,0,0,0,NA,5.685171,1.454823,1.312654798,PC_J14_ID2xPC_J14_ID2,1,Self2013
B3549,2013,Self,0.4932268,PC_I55_ID2,PC_I55_ID2,987.6,23,108,B,77,73,163,74,5,3,5,2,270,135,47,5,4.009162,10,4.7,3308,93,0.0282,1.6,10,80,0.0185,4,0.0564,0,0,0.012,80,6.321221,1.585484,1.419928081,PC_I55_ID2xPC_I55_ID2,1,Self2013
B3553,2013,Outcross,0.0068638,PC_J50_ID1,PC_M58_ID1,1104.48,24,107,B,62,65,125,41,4,16,11,3,540,180,43.5,4.75,3.750512,9.5,4.58,5604,122,0.0218,1.2,9,100,0.0204,-3,0.0436,0,0,0,70,5.48516,1.46451,1.411058453,PC_J50_ID1xPC_M58_ID1,1,Outcross2013
B3554,2013,Outcross,0.0015142,PC_J13_ID1,PC_L08_ID1,1901.23,24,106,B,66,65,105,49,3,5,6,3,800,266.67,40.5,3.75,4.15417,7.5,5.4,1098,33,0.0296,1.1,5,100,0.0075,1,0.0592,0,0.019,0,75,6.20187,1.496925,1.413809191,PC_J13_ID1xPC_L08_ID1,1,Outcross2013
B3556,2013,Outcross,-0.0212518,PC_N09_ID1,PC_N13_ID1,1887.61,25,105,B,88,84,118,59,5,1,4,2,340,170,41,4.25,4.098431,8.5,4.82,1314,29,0.0218,0.7,6,50,0.0118,4,0.0435,0,0,0,NA,6.401651,1.566694,1.368906071,PC_N09_ID1xPC_N13_ID1,1,Outcross2013
